fungi_train022085.jpg,Latitude
fungi_train022085.jpg,Longitude
fungi_train003606.jpg,Latitude
fungi_train003606.jpg,Longitude
fungi_train000863.jpg,Latitude
fungi_train000863.jpg,Longitude
fungi_train025032.jpg,Latitude
fungi_train025032.jpg,Longitude
fungi_train008995.jpg,Latitude
fungi_train008995.jpg,Longitude
fungi_train008365.jpg,Latitude
fungi_train008365.jpg,Longitude
fungi_train007524.jpg,Latitude
fungi_train007524.jpg,Longitude
fungi_train004798.jpg,Latitude
fungi_train004798.jpg,Longitude
fungi_train024993.jpg,Latitude
fungi_train024993.jpg,Longitude
fungi_train003406.jpg,Latitude
fungi_train003406.jpg,Longitude
fungi_train023437.jpg,Latitude
fungi_train023437.jpg,Longitude
fungi_train018071.jpg,Latitude
fungi_train018071.jpg,Longitude
fungi_train002907.jpg,Latitude
fungi_train002907.jpg,Longitude
fungi_train020100.jpg,Latitude
fungi_train020100.jpg,Longitude
fungi_train013438.jpg,Latitude
fungi_train013438.jpg,Longitude
fungi_train001035.jpg,Latitude
fungi_train001035.jpg,Longitude
fungi_train000941.jpg,Latitude
fungi_train000941.jpg,Longitude
fungi_train003104.jpg,Latitude
fungi_train003104.jpg,Longitude
fungi_train007038.jpg,Latitude
fungi_train007038.jpg,Longitude
fungi_train007761.jpg,Latitude
fungi_train007761.jpg,Longitude
fungi_train016988.jpg,Latitude
fungi_train016988.jpg,Longitude
fungi_train020855.jpg,Latitude
fungi_train020855.jpg,Longitude
fungi_train000888.jpg,Latitude
fungi_train000888.jpg,Longitude
fungi_train018800.jpg,Latitude
fungi_train018800.jpg,Longitude
fungi_train006679.jpg,Latitude
fungi_train006679.jpg,Longitude
fungi_train024603.jpg,Latitude
fungi_train024603.jpg,Longitude
fungi_train022202.jpg,Latitude
fungi_train022202.jpg,Longitude
fungi_train024226.jpg,Latitude
fungi_train024226.jpg,Longitude
fungi_train013330.jpg,Latitude
fungi_train013330.jpg,Longitude
fungi_train007080.jpg,Latitude
fungi_train007080.jpg,Longitude
fungi_train014200.jpg,Habitat
fungi_train019623.jpg,Habitat
fungi_train009155.jpg,Habitat
fungi_train000068.jpg,Habitat
fungi_train025210.jpg,Habitat
fungi_train005234.jpg,Habitat
fungi_train023818.jpg,Habitat
fungi_train013162.jpg,Habitat
fungi_train010750.jpg,Habitat
fungi_train005100.jpg,Habitat
fungi_train006973.jpg,Habitat
fungi_train025296.jpg,Habitat
fungi_train010685.jpg,Habitat
fungi_train003399.jpg,Habitat
fungi_train002958.jpg,Habitat
fungi_train011885.jpg,Habitat
fungi_train003217.jpg,Habitat
fungi_train011204.jpg,Habitat
fungi_train010855.jpg,Habitat
fungi_train020332.jpg,Habitat
fungi_train008800.jpg,Habitat
fungi_train001332.jpg,Habitat
fungi_train024640.jpg,Habitat
fungi_train014451.jpg,Habitat
fungi_train017577.jpg,Habitat
fungi_train004008.jpg,Habitat
fungi_train011835.jpg,Habitat
fungi_train002556.jpg,Habitat
fungi_train017953.jpg,Habitat
fungi_train009610.jpg,Habitat
fungi_train021262.jpg,Substrate
fungi_train020855.jpg,Substrate
fungi_train011398.jpg,Substrate
fungi_train018800.jpg,Substrate
fungi_train006475.jpg,Substrate
fungi_train023838.jpg,Substrate
fungi_train002287.jpg,Substrate
fungi_train001523.jpg,Substrate
fungi_train022180.jpg,Substrate
fungi_train007524.jpg,Substrate
fungi_train025567.jpg,Substrate
fungi_train009517.jpg,Substrate
fungi_train002556.jpg,Substrate
fungi_train007740.jpg,Substrate
fungi_train003282.jpg,Substrate
fungi_train011835.jpg,Substrate
fungi_train008995.jpg,Substrate
fungi_train014258.jpg,Substrate
fungi_train021472.jpg,Substrate
fungi_train011444.jpg,Substrate
fungi_train005366.jpg,Substrate
fungi_train011567.jpg,Substrate
fungi_train011057.jpg,Substrate
fungi_train006727.jpg,Substrate
fungi_train022719.jpg,Substrate
fungi_train008793.jpg,Substrate
fungi_train023818.jpg,Substrate
fungi_train023168.jpg,Substrate
fungi_train021701.jpg,Substrate
fungi_train002354.jpg,Substrate
fungi_train020855.jpg,eventDate
fungi_train021613.jpg,eventDate
fungi_train005738.jpg,eventDate
fungi_train017622.jpg,eventDate
fungi_train024655.jpg,eventDate
fungi_train008161.jpg,eventDate
fungi_train005476.jpg,eventDate
fungi_train014581.jpg,eventDate
fungi_train011973.jpg,eventDate
fungi_train008947.jpg,eventDate
fungi_train021701.jpg,eventDate
fungi_train023544.jpg,eventDate
fungi_train018226.jpg,eventDate
fungi_train007038.jpg,eventDate
fungi_train023524.jpg,eventDate
fungi_train010443.jpg,eventDate
fungi_train025606.jpg,eventDate
fungi_train002027.jpg,eventDate
fungi_train007712.jpg,eventDate
fungi_train001035.jpg,eventDate
fungi_train010166.jpg,eventDate
fungi_train012843.jpg,eventDate
fungi_train008920.jpg,eventDate
fungi_train002231.jpg,eventDate
fungi_train006912.jpg,eventDate
fungi_train018716.jpg,eventDate
fungi_train024436.jpg,eventDate
fungi_train022202.jpg,eventDate
fungi_train016217.jpg,eventDate
fungi_train012544.jpg,eventDate
fungi_train023849.jpg,Latitude
fungi_train023849.jpg,Longitude
fungi_train003752.jpg,Latitude
fungi_train003752.jpg,Longitude
fungi_train006872.jpg,Latitude
fungi_train006872.jpg,Longitude
fungi_train003638.jpg,Latitude
fungi_train003638.jpg,Longitude
fungi_train006403.jpg,Latitude
fungi_train006403.jpg,Longitude
fungi_train019159.jpg,Latitude
fungi_train019159.jpg,Longitude
fungi_train014896.jpg,Latitude
fungi_train014896.jpg,Longitude
fungi_train014594.jpg,Latitude
fungi_train014594.jpg,Longitude
fungi_train025512.jpg,Latitude
fungi_train025512.jpg,Longitude
fungi_train019379.jpg,Latitude
fungi_train019379.jpg,Longitude
fungi_train015317.jpg,Latitude
fungi_train015317.jpg,Longitude
fungi_train010889.jpg,Latitude
fungi_train010889.jpg,Longitude
fungi_train023327.jpg,Latitude
fungi_train023327.jpg,Longitude
fungi_train024881.jpg,Latitude
fungi_train024881.jpg,Longitude
fungi_train010296.jpg,Latitude
